Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Upload Source,Approval Status,Internal Notes
3399.0,CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475.0,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,1.0,0.0,9.9873,ERP,Rejected,Duplicate?
3400.0,CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,629.1,6.0,0.0,301.968,Legacy,Pending,Urgent
3401.0,CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3.0,0.0,9.6975,ERP,Pending,Duplicate?
3402.0,CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3.0,0.0,1.4742,CRM,,
3403.0,CA-2015-129700,5/4/2015,5/5/2015,First Class,LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477.0,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,7.0,0.6,-8.9152,CRM,,
3404.0,CA-2017-168739,5/29/2017,6/5/2017,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,77095.0,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4.0,0.6,-52.3392,ERP,Pending,Urgent
3405.0,CA-2015-152527,10/17/2015,10/17/2015,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.0,0.0,3.894,ERP,Pending,
3406.0,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2.0,0.3,-12.0588,Legacy,Pending,Urgent
3407.0,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2.0,0.3,-12.0588,Legacy,Pending,Urgent
3408.0,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488,8.0,0.7,-5.2416,Legacy,Pending,Duplicate?
3409.0,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4.0,0.2,7.8176,Manual Upload,Approved,
3410.0,US-2017-150847,4/30/2017,5/6/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2.0,0.2,3.6288,ERP,Approved,Urgent
3411.0,CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,9.0,0.0,30.2634,Legacy,Rejected,
3412.0,CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10003656,office supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,271.984,2.0,0.2,88.3948,Manual Upload,Approved,Urgent
3413.0,CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4.0,0.99,3.1752,Manual Upload,Approved,
3414.0,CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122.0,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,77.52,2.0,0.0,37.9848,ERP,Pending,Urgent
3415.0,CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,california,94122.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,48.64,2.0,0.2,15.808,Manual Upload,Rejected,Duplicate?
3416.0,CA-2016-116540,9/2/2016,9/2/2016,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1.0,0.0,0.6516,CRM,Approved,Urgent
3417.0,CA-2016-116540,9/2/2016,9/2/2016,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2.0,0.0,3.8822,CRM,Rejected,Check later
3418.0,CA-2015-151841,4/27/2015,5/2/2015,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5.0,0.2,3.267,Legacy,Approved,
3419.0,CA-2015-151841,4/27/2015,5/2/2015,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2.0,0.2,0.73,ERP,Approved,Duplicate?
3420.0,CA-2015-150791,9/6/2015,9/13/2015,Standard Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10024.0,East,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2.0,0.1,60.392,ERP,Pending,
3421.0,CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2.0,0.0,78.672,CRM,,
3422.0,CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8.0,0.0,84.0512,Manual Upload,Pending,
3423.0,CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,7.0,0.0,7.896,CRM,Approved,Duplicate?
3424.0,CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4.0,0.2,7.384,ERP,Rejected,Check later
3425.0,CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2.0,0.2,41.88,ERP,Rejected,Duplicate?
3426.0,CA-2015-153381,9/24/2015,9/28/2015,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001.0,Central,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,4.0,0.0,6.858,Manual Upload,Rejected,Check later
3427.0,CA-2015-153381,2015/09/24,9/28/2015,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001.0,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10.0,0.0,394.268,Manual Upload,Rejected,
3428.0,US-2017-111024,7/3/2017,7/6/2017,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4.0,0.2,11.1024,Legacy,Approved,
3429.0,US-2017-111024,7/3/2017,7/6/2017,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,43130.0,East,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2.0,0.4,-103.9882,CRM,Approved,Urgent
3430.0,US-2017-111024,7/3/2017,7/6/2017,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6.0,0.2,11.223,ERP,Rejected,Urgent
3431.0,CA-2017-148264,12/8/2017,12/9/2017,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3.0,0.0,8.6391,Legacy,Pending,
3432.0,CA-2017-148264,12/8/2017,12/9/2017,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2.0,0.0,15.468,Legacy,,
3433.0,CA-2017-148264,12/8/2017,12/9/2017,First Class,LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301.0,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,60.12,9.0,0.0,28.8576,Manual Upload,Approved,
3434.0,CA-2017-131212,12/5/2017,12/9/2017,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,98006.0,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,3.0,0.2,8.3754,ERP,Approved,
3435.0,CA-2017-131212,12/5/2017,12/9/2017,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,98006.0,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,6.0,0.2,5.4288,Manual Upload,,Duplicate?
3436.0,US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520,Neoma Murray,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,2.0,0.8,-22.62,Legacy,Rejected,
3437.0,US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520,Neoma Murray,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3.0,0.6,-12.7512,Legacy,Rejected,Check later
3438.0,CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2.0,0.6,-8.5008,Legacy,Approved,
3439.0,CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2.0,0.3,-68.1302,ERP,Approved,
3440.0,CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,54.192,6.0,0.2,4.0644,Legacy,,
3441.0,CA-2015-144099,2015/11/29,11/30/2015,Same Day,PO-19195,Phillina Ober,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,1.0,0.2,1.5602,Manual Upload,Rejected,Duplicate?
3442.0,CA-2014-158337,3/11/2014,3/14/2014,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,14.0,0.0,49.014,ERP,Pending,Duplicate?
3443.0,CA-2017-168858,11/19/2017,11/23/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011.0,East,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,16.74,3.0,0.0,8.37,Manual Upload,Pending,Duplicate?
3444.0,CA-2017-168858,11/19/2017,11/23/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011.0,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7.0,0.0,626.185,Legacy,Approved,Check later
3445.0,CA-2016-116344,7/29/2016,8/2/2016,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2.0,0.2,-16.9568,Legacy,Rejected,
3446.0,CA-2015-131779,6/12/2015,6/17/2015,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Newark,Delaware,19711.0,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5.0,0.0,5.083,Manual Upload,,Urgent
3447.0,CA-2016-158869,8/6/2016,8/7/2016,First Class,AH-10690,Anna Häberlin,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,70.88,2.0,0.0,33.3136,Legacy,Approved,
3448.0,CA-2017-102554,6/11/2017,6/15/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Auburn,Alabama,36830.0,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2.0,0.0,1.0904,Manual Upload,Rejected,Check later
3449.0,CA-2016-162614,10/7/2016,10/13/2016,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2.0,0.2,8.8608,Manual Upload,Rejected,Check later
3450.0,CA-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5.0,0.0,24.3595,Manual Upload,Pending,Urgent
3451.0,CA-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1.0,0.0,4.1916,ERP,Rejected,
3452.0,CA-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2.0,0.0,1.9698,ERP,,Duplicate?
3453.0,CA-2014-157609,3/16/2014,3/21/2014,Second Class,KN-16705,Kristina Nunn,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2.0,0.2,29.495,Manual Upload,Rejected,Duplicate?
3454.0,CA-2015-153325,3/1/2015,3/2/2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Macon,Georgia,31204.0,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,4.0,0.0,27.0112,Manual Upload,Pending,Urgent
3455.0,CA-2015-153626,7/9/2015,7/14/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,3.0,0.2,0.8385,ERP,Rejected,
3456.0,CA-2016-166485,2/20/2016,2/27/2016,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2.0,0.2,5.5674,ERP,,Urgent
3457.0,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,71.976,3.0,0.2,19.7934,CRM,,Urgent
3458.0,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3.0,0.2,2.2512,CRM,Pending,Duplicate?
3459.0,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002393,OfficeSupply,Binders,Binder Posts,3.444,2.0,0.7,-2.7552,CRM,Pending,Duplicate?
3460.0,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,2.0,0.7,-412.6154,Legacy,,
